States/UTs,Crime Head,18-30,30-45,45-60,60+,Total
Bihar,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),3509,1747,719,22,5997
Bihar,25 - Importation of Girls from Foreign Country (Section 366-B IPC),10,9,0,0,19
Bihar,26 - Causing Death by Negligence (Section 304-A IPC),2987,1188,413,40,4628
Bihar,26.1 - Deaths due to negligent driving/act,2779,1049,336,40,4204
Bihar,26.2 - Deaths due to Other Causes,208,139,77,0,424
Bihar,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",15,20,0,0,35
Bihar,27.1 - Sedition (Section 124A IPC),12,16,0,0,28
Bihar,27.2 - Other offences against State,3,4,0,0,7
Bihar,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),0,0,0,0,0
Bihar,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),0,0,0,0,0
Bihar,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),0,0,0,0,0
Bihar,29 - Extortion (Section 384 - 389 IPC),605,390,147,0,1142
Bihar,30 - Disclosure of Identity of Victims (Section 228 A IPC),0,0,0,0,0
Bihar,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2187,969,280,0,3436
Bihar,32 - Human Trafficking (Section 370 & 370A IPC),27,31,21,0,79
Bihar,33 - Unnatural Offences U/s 377 IPC,2,3,0,0,5
Bihar,34 - Other IPC crimes,59812,28904,10842,787,100345
Bihar,35 - Total Cognizable IPC crimes,141129,82654,28021,1550,253354
Chhattisgarh,1 - Murder (Section 302 IPC),639,633,259,34,1565
Chhattisgarh,2 - Attempt to commit Murder (Section 307 IPC),511,561,163,12,1247
Chhattisgarh,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),20,23,6,0,49
Chhattisgarh,4 - Attempt to commit Culpable Homicide (Section 308 IPC),0,0,0,0,0
Chhattisgarh,5 - Rape (Section 376 IPC),1101,374,100,13,1588
Chhattisgarh,5.1 - Custodial Rape,0,0,0,0,0
Chhattisgarh,5.1.1 - Gang Rape,0,0,0,0,0
Chhattisgarh,5.1.2 - Other Rape,0,0,0,0,0
Chhattisgarh,5.2 - Rape other than Custodial,1101,374,100,13,1588
Chhattisgarh,5.2.1 - Gang Rape,157,25,6,1,189
Chhattisgarh,5.2.2 - Other Rape,944,349,94,12,1399
Chhattisgarh,6 - Attempt to commit Rape (Section 376/511 IPC),13,6,2,0,21
Chhattisgarh,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",786,258,72,0,1116
Chhattisgarh,7.1 - Kidnapping & Abduction (Section 363 IPC),389,117,33,0,539
Chhattisgarh,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),8,7,1,0,16
Chhattisgarh,7.3 - Kidnapping for Ransom (Section 364A IPC),3,11,0,0,14
Chhattisgarh,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),182,46,8,0,236
Chhattisgarh,7.5 - Other Kidnapping,204,77,30,0,311
Chhattisgarh,"8 - Dacoity (Section 395,396-398 IPC)",108,75,4,0,187
Chhattisgarh,8.1 - Dacoity with Murder (Section 396 IPC),1,5,0,0,6
Chhattisgarh,8.2 - Other Dacoity,107,70,4,0,181
Chhattisgarh,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),24,9,0,0,33
Chhattisgarh,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",438,144,50,0,632
Chhattisgarh,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),1208,588,169,9,1974
Chhattisgarh,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",912,433,123,5,1473
Chhattisgarh,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",296,155,46,4,501
Chhattisgarh,12 - Theft (Section 379 to 382 IPC),2265,1123,358,47,3793
Chhattisgarh,12.1 - Auto Theft,889,449,120,0,1458
Chhattisgarh,12.2 - Other Thefts,1376,674,238,47,2335
Chhattisgarh,"13 - Unlawful Assembly (Section 143,144 & 145)",240,73,54,0,367
Chhattisgarh,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",1951,1552,688,102,4293
Chhattisgarh,14.1 - Communal,0,0,0,0,0
Chhattisgarh,14.2 - Industrial,4,2,0,0,6
Chhattisgarh,14.3 - Political,9,12,2,2,25
Chhattisgarh,14.4 - Caste Conflict,370,252,90,4,716
Chhattisgarh,14.4.1 - SC/STs Vs. Non-SCs/STs,21,12,2,0,35
Chhattisgarh,14.4.2 - Other Caste Riots,349,240,88,4,681
Chhattisgarh,14.5 - Agrarian,21,15,5,1,42
Chhattisgarh,14.6 - Students,5,0,0,0,5
Chhattisgarh,14.7 - Sectarian,0,0,0,0,0
Chhattisgarh,14.8 - Other Riots,1542,1271,591,95,3499
Chhattisgarh,15 - Criminal Breach of Trust (Section 406 to 409 IPC),90,82,34,0,206
Chhattisgarh,16 - Cheating (Section 420 IPC),361,418,226,15,1020
Chhattisgarh,"17 - Forgery (Section 465, 468 & 471 IPC)",31,40,1,0,72
Chhattisgarh,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",8,29,1,0,38
Chhattisgarh,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",0,0,0,0,0
Chhattisgarh,18.2 - Counterfeiting Government Stamp (Section 255 IPC),0,0,0,0,0
Chhattisgarh,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),8,29,1,0,38
Chhattisgarh,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),6,19,1,0,26
Chhattisgarh,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),2,10,0,0,12
Chhattisgarh,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),0,0,0,0,0
Chhattisgarh,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),0,0,0,0,0
Chhattisgarh,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),0,0,0,0,0
Chhattisgarh,19 - Arson (Section 435-436 & 438 IPC),137,134,21,3,295
Chhattisgarh,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",2884,2011,705,42,5642
Chhattisgarh,20.1 - Grievous Hurt (Section 325 & 326 IPC),2881,2011,705,42,5639
Chhattisgarh,20.2 - Acid attack (Section 326A IPC),3,0,0,0,3
Chhattisgarh,20.3 - Attempt to Acid Attack (Section 326B IPC),0,0,0,0,0
Chhattisgarh,21 - Dowry Deaths (Section 304-B IPC),142,111,67,17,337
Chhattisgarh,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),1697,929,328,16,2970
Chhattisgarh,22.1 - Sexual Harassment (Section 354A IPC),443,180,42,4,669
Chhattisgarh,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),61,23,2,0,86
Chhattisgarh,22.3 - Voyeurism (Section 354C IPC),13,0,0,0,13
Chhattisgarh,22.4 - Stalking (Section 354D IPC),142,46,4,0,192
Chhattisgarh,22.5 - Others,1038,680,280,12,2010
Chhattisgarh,23 - Insult to the Modesty of Women (Section 509 IPC),64,24,3,0,91
Chhattisgarh,23.1 - At Office premises,0,0,0,0,0
Chhattisgarh,23.2 - Places related to work other than Office,12,1,0,0,13
Chhattisgarh,23.3 - In Public Transport system,0,0,0,0,0
Chhattisgarh,23.4 - in Other Places,52,23,3,0,78
Chhattisgarh,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),957,886,558,129,2530
Chhattisgarh,25 - Importation of Girls from Foreign Country (Section 366-B IPC),0,0,0,0,0
Chhattisgarh,26 - Causing Death by Negligence (Section 304-A IPC),1182,1092,382,12,2668
Chhattisgarh,26.1 - Deaths due to negligent driving/act,1068,948,277,11,2304
Chhattisgarh,26.2 - Deaths due to Other Causes,114,144,105,1,364
Chhattisgarh,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",3,4,0,0,7
Chhattisgarh,27.1 - Sedition (Section 124A IPC),0,1,0,0,1
Chhattisgarh,27.2 - Other offences against State,3,3,0,0,6
Chhattisgarh,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),2,0,0,0,2
Chhattisgarh,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2,0,0,0,2
Chhattisgarh,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),0,0,0,0,0
Chhattisgarh,29 - Extortion (Section 384 - 389 IPC),62,25,5,0,92
Chhattisgarh,30 - Disclosure of Identity of Victims (Section 228 A IPC),0,0,0,0,0
Chhattisgarh,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),3505,2619,901,65,7090
Chhattisgarh,32 - Human Trafficking (Section 370 & 370A IPC),39,30,4,3,76
Chhattisgarh,33 - Unnatural Offences U/s 377 IPC,11,6,0,0,17
Chhattisgarh,34 - Other IPC crimes,14140,13105,5780,411,33436
Chhattisgarh,35 - Total Cognizable IPC crimes,34619,26964,10941,930,73454
Goa,1 - Murder (Section 302 IPC),23,18,3,1,45
Goa,2 - Attempt to commit Murder (Section 307 IPC),55,25,3,1,84
Goa,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),5,10,7,5,27
Goa,4 - Attempt to commit Culpable Homicide (Section 308 IPC),0,0,0,0,0
Goa,5 - Rape (Section 376 IPC),52,36,6,5,99
Goa,5.1 - Custodial Rape,0,0,0,0,0
Goa,5.1.1 - Gang Rape,0,0,0,0,0
Goa,5.1.2 - Other Rape,0,0,0,0,0
Goa,5.2 - Rape other than Custodial,52,36,6,5,99
Goa,5.2.1 - Gang Rape,2,0,0,0,2
Goa,5.2.2 - Other Rape,50,36,6,5,97
Goa,6 - Attempt to commit Rape (Section 376/511 IPC),2,0,0,0,2
Goa,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",39,14,1,0,54
Goa,7.1 - Kidnapping & Abduction (Section 363 IPC),32,11,1,0,44
Goa,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),0,0,0,0,0
Goa,7.3 - Kidnapping for Ransom (Section 364A IPC),2,1,0,0,3
Goa,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),0,0,0,0,0
Goa,7.5 - Other Kidnapping,5,2,0,0,7
Goa,"8 - Dacoity (Section 395,396-398 IPC)",27,4,1,0,32
Goa,8.1 - Dacoity with Murder (Section 396 IPC),0,0,0,0,0
Goa,8.2 - Other Dacoity,27,4,1,0,32
Goa,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),0,0,0,0,0
Goa,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",23,17,2,0,42
Goa,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),157,59,16,1,233
Goa,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",124,44,13,0,181
Goa,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",33,15,3,1,52
Goa,12 - Theft (Section 379 to 382 IPC),372,184,33,10,599
Goa,12.1 - Auto Theft,90,31,2,1,124
Goa,12.2 - Other Thefts,282,153,31,9,475
Goa,"13 - Unlawful Assembly (Section 143,144 & 145)",22,27,14,4,67
Goa,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",199,229,75,15,518
Goa,14.1 - Communal,0,0,0,0,0
Goa,14.2 - Industrial,0,0,0,0,0
Goa,14.3 - Political,0,0,0,0,0
Goa,14.4 - Caste Conflict,0,0,0,0,0
Goa,14.4.1 - SC/STs Vs. Non-SCs/STs,0,0,0,0,0
Goa,14.4.2 - Other Caste Riots,0,0,0,0,0
Goa,14.5 - Agrarian,0,0,0,0,0
Goa,14.6 - Students,0,0,0,0,0
Goa,14.7 - Sectarian,0,0,0,0,0
Goa,14.8 - Other Riots,199,229,75,15,518
Goa,15 - Criminal Breach of Trust (Section 406 to 409 IPC),23,18,4,1,46
Goa,16 - Cheating (Section 420 IPC),43,73,28,8,152
Goa,"17 - Forgery (Section 465, 468 & 471 IPC)",0,3,0,0,3
Goa,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",5,0,0,0,5
Goa,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",0,0,0,0,0
Goa,18.2 - Counterfeiting Government Stamp (Section 255 IPC),0,0,0,0,0
Goa,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),5,0,0,0,5
Goa,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),5,0,0,0,5
Goa,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),0,0,0,0,0
Goa,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),0,0,0,0,0
Goa,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),0,0,0,0,0
Goa,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),0,0,0,0,0
Goa,19 - Arson (Section 435-436 & 438 IPC),18,13,3,1,35
Goa,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",66,66,26,5,163
Goa,20.1 - Grievous Hurt (Section 325 & 326 IPC),66,66,26,5,163
Goa,20.2 - Acid attack (Section 326A IPC),0,0,0,0,0
Goa,20.3 - Attempt to Acid Attack (Section 326B IPC),0,0,0,0,0
Goa,21 - Dowry Deaths (Section 304-B IPC),0,0,0,0,0
Goa,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),95,50,35,7,187
Goa,22.1 - Sexual Harassment (Section 354A IPC),17,19,18,2,56
Goa,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),1,3,0,0,4
Goa,22.3 - Voyeurism (Section 354C IPC),3,2,0,2,7
Goa,22.4 - Stalking (Section 354D IPC),11,7,1,0,19
Goa,22.5 - Others,63,19,16,3,101
Goa,23 - Insult to the Modesty of Women (Section 509 IPC),22,13,11,1,47
Goa,23.1 - At Office premises,0,1,0,0,1
Goa,23.2 - Places related to work other than Office,0,0,0,0,0
Goa,23.3 - In Public Transport system,0,0,0,0,0
Goa,23.4 - in Other Places,22,12,11,1,46
Goa,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),11,16,6,5,38
Goa,25 - Importation of Girls from Foreign Country (Section 366-B IPC),0,0,0,0,0
Goa,26 - Causing Death by Negligence (Section 304-A IPC),69,65,29,1,164
Goa,26.1 - Deaths due to negligent driving/act,67,62,29,1,159
Goa,26.2 - Deaths due to Other Causes,2,3,0,0,5
Goa,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",0,0,0,0,0
Goa,27.1 - Sedition (Section 124A IPC),0,0,0,0,0
Goa,27.2 - Other offences against State,0,0,0,0,0
Goa,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),0,0,0,0,0
Goa,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),0,0,0,0,0
Goa,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),0,0,0,0,0
Goa,29 - Extortion (Section 384 - 389 IPC),11,12,0,0,23
Goa,30 - Disclosure of Identity of Victims (Section 228 A IPC),0,0,0,0,0
Goa,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),244,200,58,8,510
Goa,32 - Human Trafficking (Section 370 & 370A IPC),37,16,6,1,60
Goa,33 - Unnatural Offences U/s 377 IPC,0,0,0,0,0
Goa,34 - Other IPC crimes,311,273,110,18,712
Goa,35 - Total Cognizable IPC crimes,1931,1441,477,98,3947
Gujarat,1 - Murder (Section 302 IPC),1023,1009,339,37,2408
Gujarat,2 - Attempt to commit Murder (Section 307 IPC),1256,1270,410,24,2960
Gujarat,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),31,48,21,3,103
Gujarat,4 - Attempt to commit Culpable Homicide (Section 308 IPC),12,1,0,0,13
Gujarat,5 - Rape (Section 376 IPC),701,374,85,5,1165
Gujarat,5.1 - Custodial Rape,0,0,0,0,0
Gujarat,5.1.1 - Gang Rape,0,0,0,0,0
Gujarat,5.1.2 - Other Rape,0,0,0,0,0
Gujarat,5.2 - Rape other than Custodial,701,374,85,5,1165
Gujarat,5.2.1 - Gang Rape,48,16,0,0,64
Gujarat,5.2.2 - Other Rape,653,358,85,5,1101
Gujarat,6 - Attempt to commit Rape (Section 376/511 IPC),5,0,1,1,7
Gujarat,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",1893,847,177,10,2927
Gujarat,7.1 - Kidnapping & Abduction (Section 363 IPC),465,192,54,2,713
Gujarat,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),0,0,0,0,0
Gujarat,7.3 - Kidnapping for Ransom (Section 364A IPC),56,45,5,0,106
Gujarat,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),1050,380,65,6,1501
Gujarat,7.5 - Other Kidnapping,322,230,53,2,607
Gujarat,"8 - Dacoity (Section 395,396-398 IPC)",676,596,119,5,1396
Gujarat,8.1 - Dacoity with Murder (Section 396 IPC),0,0,0,0,0
Gujarat,8.2 - Other Dacoity,676,596,119,5,1396
Gujarat,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),33,35,9,0,77
Gujarat,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",1067,615,95,2,1779
Gujarat,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),1785,1053,259,6,3103
Gujarat,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",756,395,81,3,1235
Gujarat,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",1029,658,178,3,1868
Gujarat,12 - Theft (Section 379 to 382 IPC),5661,3346,810,21,9838
Gujarat,12.1 - Auto Theft,2213,1148,218,0,3579
Gujarat,12.2 - Other Thefts,3448,2198,592,21,6259
Gujarat,"13 - Unlawful Assembly (Section 143,144 & 145)",727,662,194,10,1593
Gujarat,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",4219,3988,1465,126,9798
Gujarat,14.1 - Communal,439,275,69,0,783
Gujarat,14.2 - Industrial,10,3,2,0,15
Gujarat,14.3 - Political,31,41,37,6,115
Gujarat,14.4 - Caste Conflict,362,323,105,7,797
Gujarat,14.4.1 - SC/STs Vs. Non-SCs/STs,116,101,31,2,250
Gujarat,14.4.2 - Other Caste Riots,246,222,74,5,547
Gujarat,14.5 - Agrarian,180,178,69,8,435
Gujarat,14.6 - Students,1,0,0,0,1
Gujarat,14.7 - Sectarian,2,13,4,0,19
Gujarat,14.8 - Other Riots,3194,3155,1179,105,7633
Gujarat,15 - Criminal Breach of Trust (Section 406 to 409 IPC),507,937,347,46,1837
Gujarat,16 - Cheating (Section 420 IPC),619,1075,514,53,2261
Gujarat,"17 - Forgery (Section 465, 468 & 471 IPC)",136,226,83,5,450
Gujarat,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",15,46,0,0,61
Gujarat,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",1,0,0,0,1
Gujarat,18.2 - Counterfeiting Government Stamp (Section 255 IPC),0,0,0,0,0
Gujarat,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),14,46,0,0,60
Gujarat,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),11,31,0,0,42
Gujarat,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),1,2,0,0,3
Gujarat,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2,12,0,0,14
Gujarat,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),0,0,0,0,0
Gujarat,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),0,1,0,0,1
Gujarat,19 - Arson (Section 435-436 & 438 IPC),162,175,60,4,401
Gujarat,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",3054,2922,1112,58,7146
Gujarat,20.1 - Grievous Hurt (Section 325 & 326 IPC),3051,2916,1109,58,7134
Gujarat,20.2 - Acid attack (Section 326A IPC),1,5,3,0,9
Gujarat,20.3 - Attempt to Acid Attack (Section 326B IPC),2,1,0,0,3
Gujarat,21 - Dowry Deaths (Section 304-B IPC),16,22,20,1,59
Gujarat,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),1103,696,164,15,1978
Gujarat,22.1 - Sexual Harassment (Section 354A IPC),355,159,42,4,560
Gujarat,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),40,29,6,0,75
Gujarat,22.3 - Voyeurism (Section 354C IPC),7,2,1,0,10
Gujarat,22.4 - Stalking (Section 354D IPC),48,27,7,0,82
Gujarat,22.5 - Others,653,479,108,11,1251
Gujarat,23 - Insult to the Modesty of Women (Section 509 IPC),132,47,10,2,191
Gujarat,23.1 - At Office premises,1,0,0,0,1
Gujarat,23.2 - Places related to work other than Office,1,2,0,0,3
Gujarat,23.3 - In Public Transport system,0,0,0,0,0
Gujarat,23.4 - in Other Places,130,45,10,2,187
Gujarat,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),6429,7665,4312,762,19168
Gujarat,25 - Importation of Girls from Foreign Country (Section 366-B IPC),0,0,0,0,0
Gujarat,26 - Causing Death by Negligence (Section 304-A IPC),1965,2547,865,41,5418
Gujarat,26.1 - Deaths due to negligent driving/act,1937,2507,855,40,5339
Gujarat,26.2 - Deaths due to Other Causes,28,40,10,1,79
Gujarat,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",0,0,0,0,0
Gujarat,27.1 - Sedition (Section 124A IPC),0,0,0,0,0
Gujarat,27.2 - Other offences against State,0,0,0,0,0
Gujarat,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),15,3,3,0,21
Gujarat,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),15,3,2,0,20
Gujarat,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),0,0,1,0,1
Gujarat,29 - Extortion (Section 384 - 389 IPC),171,160,37,3,371
Gujarat,30 - Disclosure of Identity of Victims (Section 228 A IPC),0,0,0,0,0
Gujarat,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),13408,11215,4080,125,28828
Gujarat,32 - Human Trafficking (Section 370 & 370A IPC),1,10,0,0,11
Gujarat,33 - Unnatural Offences U/s 377 IPC,12,3,4,1,20
Gujarat,34 - Other IPC crimes,28760,30171,13776,1011,73718
Gujarat,35 - Total Cognizable IPC crimes,75594,71764,29371,2377,179106
Haryana,1 - Murder (Section 302 IPC),909,699,283,7,1898
Haryana,2 - Attempt to commit Murder (Section 307 IPC),778,486,246,10,1520
Haryana,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),39,39,6,0,84
Haryana,4 - Attempt to commit Culpable Homicide (Section 308 IPC),6,2,0,0,8
Haryana,5 - Rape (Section 376 IPC),967,343,72,3,1385
Haryana,5.1 - Custodial Rape,0,0,0,0,0
Haryana,5.1.1 - Gang Rape,0,0,0,0,0
Haryana,5.1.2 - Other Rape,0,0,0,0,0
Haryana,5.2 - Rape other than Custodial,967,343,72,3,1385
Haryana,5.2.1 - Gang Rape,340,91,12,1,444
Haryana,5.2.2 - Other Rape,627,252,60,2,941
